nombre_vsx,ra,dec,clase_variable
ASASSN-V J001034.89-205220.3,2.64543,-20.87227,EW
Gaia DR3 539620932318691968,2.64547,75.21397,E
ZTF J001034.92+460621.4,2.6455,46.10595,EW
Gaia DR3 420739158149383552,2.64566,55.61938,ROT
ZTF J001034.96+645323.6,2.6457,64.88991,EW
ZTF J001034.99+570717.3,2.64581,57.12148,EW
Gaia DR3 2753414099362611200,2.64587,9.99143,ROT
Gaia DR3 383131462425461760,2.64603,40.06571,ROT
ZTF J001035.05+580000.7,2.64605,58.00022,BY
Gaia DR3 2849036834628552064,2.64606,24.12053,S
Gaia DR3 2853778242300422400,2.64607,27.15346,RS
Gaia DR3 531347897594889216,2.64624,71.77026,E
Gaia DR3 383339579360541056,2.64626,41.22133,ROT
Gaia DR3 422862761778487040,2.64627,58.27247,ROT
Gaia DR3 423004117741888256,2.6464,58.73857,YSO
Gaia DR3 431462690754015744,2.64641,63.61865,RS
Gaia DR3 420739806681598976,2.64649,55.67998,ROT
Gaia DR3 393143301775004160,2.64668,48.27784,S
Gaia DR3 530596175238120960,2.64674,69.12139,VAR
Gaia DR3 384677650652177920,2.64679,43.25752,ROT
Gaia DR3 429764636786955136,2.64688,61.93943,L
PS1-3PI J001035.24-144928.4,2.64694,-14.82456,RRAB
Gaia DR3 2321484146234414720,2.64695,-28.35673,E
Gaia DR3 395355351672817536,2.64697,50.89972,ROT
Gaia DR3 420739810983405824,2.64704,55.67918,ROT
Gaia DR3 2861916513835682944,2.64704,31.72395,ROT
Gaia DR3 530770791429523072,2.64715,70.1711,ROT
ZTF J001035.32+603648.2,2.6472,60.6134,BY
Gaia DR3 382831845506327936,2.64732,39.18152,ROT
Gaia DR3 2429456604695169024,2.64732,-8.39539,ROT
Gaia DR3 393711959743251840,2.64735,50.01947,RS
Gaia DR3 395862157815907584,2.64736,52.19422,ROT
Gaia DR3 431350476155373952,2.64803,63.20548,RS
Gaia DR3 423004289540568192,2.64805,58.7769,ROT
Gaia DR3 4689412080239548672,2.64807,-73.28331,RRAB
Gaia DR3 429808685972171904,2.64812,62.52957,E
ZTF J001035.63+604107.9,2.64848,60.68555,RS
Gaia DR3 393667738759889408,2.64855,49.42917,ROT
ZTF J001035.66+541148.8,2.64862,54.19689,BY
Gaia DR3 2877790060128223616,2.64874,38.3929,ROT
ZTF J001035.72+581807.8,2.64885,58.30219,BY
ZTF J001035.75+602424.5,2.64896,60.40682,BY
Gaia DR3 2769477964244281088,2.64936,15.64829,ROT
ZTF J001035.87+635308.2,2.64947,63.88563,RS
CSS_J001035.9+332321,2.64958,33.38917,RS:
Gaia DR3 395786050993060480,2.6497,51.84102,ROT
ZTF J001036.01+442600.7,2.65005,44.43354,VAR
Gaia DR3 2877740689479480064,2.6503,37.89716,DSCT|GDOR|SXPHE
ZTF J001036.11+640842.6,2.65047,64.14519,EW
Gaia DR3 383247460901881728,2.65064,40.55188,ROT
Gaia DR3 429669941348925952,2.6507,61.82388,ROT
Gaia DR3 2309862862380638720,2.65078,-35.11221,ROT
Gaia DR3 431463377949601280,2.65093,63.68244,DSCT|GDOR|SXPHE
Gaia DR3 431350304356699776,2.65113,63.16438,RS
Gaia DR3 431920950887222016,2.65131,64.81381,DSCT|GDOR|SXPHE
Gaia DR3 431314638949557888,2.65137,62.75009,S
Gaia DR3 420184626331067264,2.65139,54.39624,ROT
ZTF J001036.34+590553.8,2.65142,59.09829,RS
ASASSN-V J001036.40+565610.8,2.65164,56.93632,SR
Gaia DR3 423006316765114496,2.65166,58.83473,YSO
Gaia DR3 2880807051315070976,2.65174,38.76635,ROT
ASASSN-V J001036.55+640555.5,2.65229,64.09874,L
Gaia DR3 420747988601030400,2.65235,55.79084,ROT
Gaia DR3 422287506736333824,2.65254,56.38885,DSCT|GDOR|SXPHE
Gaia DR3 2740563969530538496,2.65272,3.18815,ROT
Gaia DR3 429235256298593024,2.65296,60.80718,ROT
Gaia DR3 422464910369316992,2.65297,57.62183,S
Gaia DR3 429666574089981952,2.65367,61.79578,E
Gaia DR3 4973576496753035264,2.65393,-50.53261,ROT
Gaia DR3 393702403436723584,2.65397,49.73446,ROT
ZTF J001036.96+591603.7,2.65401,59.2677,EA
ZTF J001036.97+222328.5,2.65405,22.39126,BY
Gaia DR3 393532636267638656,2.65425,48.79274,DSCT|GDOR|SXPHE
ZTF J001037.05+591033.2,2.6544,59.17591,BY
Gaia DR3 386374162735137408,2.65442,44.98649,DSCT|GDOR|SXPHE
Gaia DR3 429772878818181120,2.65475,62.09216,S
Gaia DR3 393673614277094912,2.65496,49.43595,S
Gaia DR3 422852247698693888,2.65502,58.03018,ROT
HAT-162-0015947,2.65512,39.86858,VAR
ZTF J001037.23+591157.1,2.65514,59.1992,BY
Gaia DR3 429657606203886976,2.65529,61.56907,S
NSV 15039,2.65542,58.74833,VAR:
Gaia DR3 422910143858516352,2.65555,58.70022,ROT
ASASSN-V J001037.34+593919.9,2.6556,59.65553,YSO
Gaia DR3 537541996349742336,2.65575,73.34063,S
Gaia DR3 2877746973015945216,2.65581,38.05264,ROT
Gaia DR3 422852110259750144,2.65587,58.0056,DSCT|GDOR|SXPHE
Gaia DR3 4990454270819484416,2.6559,-45.82657,VAR
Gaia DR3 2876056787421267328,2.65596,35.02385,ROT
Gaia DR3 420040899546006912,2.65602,53.513,ROT
Gaia DR3 393136880800549376,2.65611,48.2079,ROT
Gaia DR3 2797288255443009920,2.65612,19.24605,ROT
Gaia DR3 429631870757920896,2.65631,61.44895,ROT
ZTF J001037.54+534203.0,2.65645,53.70085,EW
Gaia DR3 4976746938533397632,2.65646,-49.2815,ROT
ZTF J001037.56+504605.1,2.65651,50.7681,BY
ZTF J001037.56+651843.0,2.65652,65.31196,BY
ZTF J001037.57+605308.9,2.65655,60.88582,EW
ZTF J001037.59+111828.7,2.65665,11.308,EW
Gaia DR3 395788245713448960,2.65677,51.92605,ROT
Gaia DR3 529074554224658688,2.65682,68.5504,YSO
Gaia DR3 386907799535251840,2.65684,46.16841,ROT
Gaia DR3 429766835810150656,2.65687,62.0361,RS
ASASSN-V J001037.66-464703.8,2.65692,-46.78439,RRD
Gaia DR3 384642809877548928,2.65695,42.89272,ROT
Gaia DR3 2848968463044398848,2.65704,23.61146,ROT
Gaia DR3 429622387470299392,2.65709,61.18245,ROT
Gaia DR3 538096768684418816,2.65714,74.55313,E
Gaia DR3 392965975462009472,2.65724,47.04679,VAR
Gaia DR3 2860331331602015872,2.65736,29.52636,ROT
ZTF J001037.76+734539.4,2.65737,73.76096,SR
Gaia DR3 393100940514631168,2.65741,47.75361,ROT
Gaia DR3 2875635021632523264,2.65762,33.59993,ROT
Gaia DR3 395967126814692224,2.65807,52.52494,DSCT|GDOR|SXPHE
Gaia DR3 2768007779758907008,2.65819,14.0732,L
Gaia DR3 396011931914117504,2.65823,53.17382,RS
ZTF J001037.98+665142.5,2.65826,66.86182,BY
Gaia DR3 395967294310921216,2.65828,52.56025,DSCT|GDOR|SXPHE
Gaia DR3 2443290350758081024,2.65831,-6.47731,DSCT|GDOR|SXPHE
Gaia DR3 429664890467401600,2.65841,61.73808,ROT
Gaia DR3 528903855045289216,2.65842,67.54644,L
Gaia DR3 2876867368009311232,2.65848,35.81524,DSCT|GDOR|SXPHE
Gaia DR3 2861976815176825472,2.6585,31.98842,VAR
Gaia DR3 2876002739552728960,2.65864,34.75953,ROT
ZTF J001038.09+610620.0,2.65872,61.10558,RS
NP Peg,2.65883,16.84403,SRA
ZTF J001038.12+584145.5,2.65885,58.696,BY
Gaia DR3 420598111422302976,2.65905,54.9495,DSCT|GDOR|SXPHE
Gaia DR3 429766148609146880,2.65909,61.96323,L
Gaia DR3 393664779522528128,2.65928,49.24406,ROT
Gaia DR3 2796821959433536640,2.65937,17.65201,WD
Gaia DR3 420776575895909120,2.65953,56.09135,E
Gaia DR3 420606976234855296,2.65957,55.15856,ROT
Gaia DR3 2798549189121633152,2.65963,20.38416,S
Gaia DR3 420783306110862976,2.65966,56.21693,E
Gaia DR3 422465047808241408,2.65971,57.65051,VAR
Gaia DR3 429235118859657856,2.65974,60.7826,DSCT|GDOR|SXPHE
Gaia DR3 2752201578556369280,2.65976,8.89691,E
Gaia DR3 422862589979808256,2.65985,58.25873,VAR
Gaia DR3 431498600986089344,2.6599,64.06192,ROT
Gaia DR3 431358580744389504,2.65993,63.32204,ROT
Gaia DR3 539621275916058880,2.65996,75.25454,RS
Gaia DR3 432240182912501376,2.66012,65.36645,E
Gaia DR3 528901827820831488,2.66019,67.48763,L
Gaia DR3 420632810456812032,2.66021,55.30201,ROT
Gaia DR3 2310230992617272320,2.66025,-33.76027,DSCT|GDOR|SXPHE
Gaia DR3 4973647002935742848,2.66038,-50.15787,ROT
ZTF J001038.63+594220.8,2.66098,59.7058,RS
Gaia DR3 395871091347799680,2.66109,52.41451,ROT
Gaia DR3 4906064352501744128,2.66125,-59.55858,E
Gaia DR3 423004663194860416,2.66129,58.79038,YSO
Gaia DR3 384677753731392640,2.66159,43.26512,ROT
Gaia DR3 395814810094798208,2.66168,52.1636,ROT
Gaia DR3 564616267591109504,2.6618,79.40077,DSCT|GDOR|SXPHE
Gaia DR3 2429678087568768000,2.66197,-7.46626,ROT
Gaia DR3 420783344772405760,2.6621,56.21919,DSCT|GDOR|SXPHE
ZTF J001038.90+690730.8,2.66212,69.12523,EA
ZTF J001038.92+644059.6,2.66219,64.68324,SR
Gaia DR3 420032034732481024,2.6624,53.30315,ROT
SSS_J001039.0-344433,2.66267,-34.74256,RRAB
Gaia DR3 4972437230907013376,2.66277,-52.23128,RRAB
Gaia DR3 429808514173525504,2.6632,62.47964,E
Gaia DR3 383314187513714176,2.66324,41.07564,ROT
Gaia DR3 2740887397747593600,2.66331,3.94123,ROT
Gaia DR3 431876145787577600,2.66332,64.18021,E
Gaia DR3 539618939453894144,2.66334,75.13955,RS
Gaia DR3 537532680563659904,2.66336,73.11362,RS
Gaia DR3 2877740380241841664,2.66341,37.86274,ROT
Gaia DR3 2751705183416114048,2.66369,7.32689,ROT
Gaia DR3 420181808832547712,2.66383,54.24066,ROT
Gaia DR3 420639583627033344,2.66398,55.43991,ROT
Gaia DR3 431456785183531776,2.66399,63.58957,RS
Gaia DR3 4990524953096894976,2.66403,-45.57929,ROT
Gaia DR3 429092079266759040,2.66407,59.99597,ROT
Gaia DR3 395399641376215168,2.6643,51.50188,ROT
ZTF J001039.49+595621.1,2.66457,59.93921,BY
Gaia DR3 386752944489821568,2.66461,45.23817,ROT
Gaia DR3 395260686292882304,2.66462,50.78459,ROT
Gaia DR3 423004834993618944,2.66466,58.82482,YSO
Gaia DR3 4689415413132637952,2.66472,-73.23343,RRAB
Gaia DR3 422862555620080640,2.6648,58.24217,ROT
Gaia DR3 4977874144108944384,2.66488,-47.70511,ROT
Gaia DR3 431878894566591232,2.66509,64.3174,ROT
Gaia DR3 528328600006627328,2.66519,65.71832,L
Gaia DR3 395964927791446656,2.66524,52.42398,S
ZTF J001039.66+574349.4,2.66526,57.73039,EW
ZTF J001039.67+684845.6,2.66532,68.81269,SR
ZTF J001039.68+501610.2,2.66536,50.2695,EW
ZTF J001039.69+570445.4,2.66538,57.0793,BY
Gaia DR3 431350334406858368,2.66538,63.16979,RS
Gaia DR3 2861982828132044672,2.66542,32.14589,ROT
Gaia DR3 422465013448521856,2.66554,57.63483,S
Gaia DR3 4994678663212555520,2.66584,-43.45793,ROT
Gaia DR3 4973298217231276800,2.66585,-51.2897,ROT
NP And,2.666,34.11547,EA
Gaia DR3 4612900536396614528,2.66614,-87.9064,ROT
ASASSN-V J001039.88+714606.7,2.66618,71.76852,SR
ZTF J001039.92+714623.0,2.66636,71.77307,EW
Gaia DR3 431462832499951744,2.6664,63.63538,S
ASASSN-16lh,2.6665,-68.29303,UG+E
Gaia DR3 386188512770181888,2.66652,43.57915,E
Gaia DR3 431312126379419008,2.6666,62.64335,DSCT|GDOR|SXPHE
Gaia DR3 420033507900280576,2.66672,53.3246,ROT
Gaia DR3 2321067676141507200,2.66692,-29.57863,RS
Gaia DR3 429093728534190848,2.66709,60.03491,YSO
WISE J001040.1+492958,2.66713,49.49962,EW
Gaia DR3 382827241301401216,2.66715,39.07487,ROT
Gaia DR3 2740461336992008192,2.66729,2.66391,ROT
Gaia DR3 420210911531593728,2.66729,54.57369,ROT
ASASSN-V J001040.18+565159.2,2.66745,56.86645,ROT
Gaia DR3 393134303820230400,2.66759,48.07355,ROT
Gaia DR3 2769483049485556352,2.66777,15.74453,ROT
ASASSN-V J001040.28+142408.7,2.66784,14.40242,ROT
Gaia DR3 2877348335626965248,2.66819,36.5939,ROT
Gaia DR3 422992950826903808,2.66822,58.79135,ROT
Gaia DR3 420595495778859520,2.66827,54.82849,ROT
Gaia DR3 2877319748324518656,2.66839,36.39393,ROT
Gaia DR3 420175211762720256,2.66844,54.13479,VAR
ZTF J001040.45+422051.3,2.66857,42.3476,EW
Gaia DR3 422475866822324736,2.66893,57.90589,RS
Gaia DR3 540220028716157952,2.66904,77.07266,RS
Gaia DR3 528895539986592512,2.66928,67.42566,RR
Gaia DR3 422297028686174464,2.66942,56.662,E
Gaia DR3 395785982273590784,2.66952,51.82062,ROT
ZTF J001040.68+584213.1,2.66954,58.70364,RS
Gaia DR3 2877746049598646528,2.66965,38.01042,ROT
ZTF J001040.71+434104.4,2.66966,43.68458,EW
Gaia DR3 429102936944119936,2.6699,60.26167,E
Gaia DR3 393570736918531200,2.6699,49.17986,ROT
Gaia DR3 431356489103320448,2.66991,63.23276,E
Gaia DR3 2877745362403886592,2.67007,37.96841,ROT
ZTF J001040.82+580608.5,2.67009,58.10238,EA
ZTF J001040.85+584218.1,2.67024,58.70505,EB:
Gaia DR3 423015662613862912,2.67037,59.07646,S
Gaia DR3 566684448962081664,2.67044,81.00955,E
Gaia DR3 2416682753481217280,2.67058,-15.21377,RS
Gaia DR3 2861103596786333312,2.67063,30.06901,ROT
Gaia DR3 528939687955681152,2.67069,67.98442,L
ZTF J001040.98+703934.4,2.67078,70.65957,EW
Gaia DR3 395399469577518336,2.6708,51.51447,ROT
Gaia DR3 383134795320075136,2.671,40.19912,ROT
Gaia DR3 386951578137378176,2.67119,46.73559,ROT
Gaia DR3 432026126043823104,2.67122,65.17036,ROT
Gaia DR3 395823606187795072,2.67125,52.35721,ROT
Gaia DR3 395354870636491648,2.67147,50.86633,ROT
Gaia DR3 2546549164214398464,2.67154,1.14771,ROT
MGAB-V1318,2.67165,66.64809,YSO
Gaia DR3 393556928602928768,2.67169,48.90127,DSCT|GDOR|SXPHE
ZTF J001041.28+680149.7,2.672,68.03049,EA
Gaia DR3 386754593757258368,2.67212,45.27722,ROT
Gaia DR3 537506090424719616,2.67214,72.96839,S
Gaia DR3 431491965250211200,2.67246,63.96572,S
Gaia DR3 429799133965153152,2.67269,62.24717,S
Gaia DR3 420175658439312640,2.67275,54.16502,ROT
Gaia DR3 431876283226523520,2.67285,64.20124,ROT
Gaia DR3 429059025197795456,2.67293,59.69178,ROT
Gaia DR3 382917500038081920,2.67297,39.66955,ROT
Gaia DR3 2877797176889268992,2.67302,38.48967,S
Gaia DR3 429622146952146816,2.67319,61.16488,RS
Gaia DR3 395390639124733568,2.67321,51.30191,DSCT|GDOR|SXPHE
Gaia DR3 431912257873488640,2.67329,64.64897,YSO
Gaia DR3 431456029271760768,2.67332,63.58145,S
Gaia DR3 429209383414698496,2.6734,60.67587,S
Gaia DR3 429233400872773248,2.67343,60.73763,ROT
Gaia DR3 429666535431949952,2.67347,61.77126,E
Gaia DR3 2443333506589463552,2.67377,-6.19727,ROT
Gaia DR3 395823468748844288,2.67382,52.33391,ROT
Gaia DR3 422854446722044288,2.67388,58.12162,ROT
Gaia DR3 4996628307782655488,2.67422,-39.70095,ROT
Gaia DR3 422992916468783360,2.67439,58.77707,YSO
Gaia DR3 431356317304645376,2.6744,63.21567,S
WISE J001041.8+502146,2.67447,50.36296,EW
Gaia DR3 422861039491001984,2.67451,58.219,S
ASAS J001042+0310.5,2.67458,3.17572,MISC
Gaia DR3 2308100379600519808,2.67489,-38.51329,ROT
Gaia DR3 420034229454897280,2.67496,53.39926,E
Gaia DR3 395398748025027584,2.67501,51.42239,S
ASAS J001042+0152.1,2.67517,1.86847,MISC
Gaia DR3 537929024442084352,2.67521,73.72155,DSCT|GDOR|SXPHE
Gaia DR3 422994600094330112,2.67522,58.84052,ROT
Gaia DR3 422861078151337088,2.67523,58.2356,DSCT|GDOR|SXPHE
Gaia DR3 422898358468259072,2.67525,58.68471,YSO
SX Cas,2.67529,54.8915,EA/GS
Gaia DR3 383314496751360640,2.67538,41.0746,ROT
NSV 15040,2.67542,58.74611,VAR:
Gaia DR3 4685186760133203456,2.6757,-75.64867,ROT
ZTF J001042.17+591518.8,2.67571,59.25523,EW
Gaia DR3 429801848379673216,2.67583,62.38409,S
Gaia DR3 2309412573714183552,2.67585,-35.62288,E
Gaia DR3 431463377947320576,2.67586,63.67838,RS
Gaia DR3 395785982273591296,2.67595,51.82035,ROT
ZTF J001042.23+574429.6,2.67599,57.74158,BY
Gaia DR3 395823434389106944,2.67613,52.32506,ROT
ZTF J001042.30+634212.9,2.67628,63.70361,EA
Gaia DR3 2321122372549354496,2.67631,-29.43657,ROT
Gaia DR3 4703228642137499136,2.67652,-69.30601,ROT
Gaia DR3 4977805184113971072,2.67659,-48.016,ROT
Gaia DR3 422851938461058688,2.6766,58.00864,ROT
ZTF J001042.41+602359.2,2.67671,60.39978,SR
Gaia DR3 4977803809724412672,2.67674,-48.08368,ROT
Gaia DR3 2877742407466389504,2.67682,37.95412,ROT
Gaia DR3 432216371614083584,2.67689,65.28404,L
ZTF J001042.45+264517.1,2.67691,26.75476,EW
Gaia DR3 528506239853924096,2.67693,66.93873,YSO
Gaia DR3 420078111142147456,2.67704,53.9563,ROT
Gaia DR3 2848974132401226624,2.67718,23.73129,ROT
Gaia DR3 2767995341533590272,2.67735,14.00727,ROT
Gaia DR3 386913919864246272,2.67738,46.22611,RS
Gaia DR3 2544987995141765888,2.67747,-0.7546,ROT
ZTF J001042.59+590442.0,2.67747,59.07836,EW
Gaia DR3 2848559062466264064,2.67764,22.51604,S
ASASSN-V J001042.68+612320.3,2.67783,61.38896,EB
Gaia DR3 2848545013628800768,2.6779,22.25112,ROT
Gaia DR3 2848852876884577536,2.67799,23.22149,ROT
Gaia DR3 386754765555943168,2.67807,45.31679,ROT
Gaia DR3 420032034732421888,2.67813,53.30189,ROT
Gaia DR3 2848974235480440448,2.67817,23.75083,DSCT|GDOR|SXPHE
Gaia DR3 2418313638463108736,2.67818,-12.92053,ROT
Gaia DR3 4994765666365636352,2.67824,-42.89221,ROT
Gaia DR3 2861801035051219712,2.67825,31.30978,ROT
Gaia DR3 422324928794438784,2.67854,56.87628,ROT
Gaia DR3 431913907140906880,2.67855,64.69371,E
Gaia DR3 429199144212834048,2.67858,60.39604,ROT
Gaia DR3 431455891830366208,2.67858,63.55243,ROT
ZTF J001042.86+555027.5,2.67861,55.84098,BY
Gaia DR3 422889631094751488,2.67883,58.5143,ROT
Gaia DR3 4978138439214336000,2.67888,-47.08937,RS
Gaia DR3 4901184273221086592,2.67892,-64.11158,ROT
Gaia DR3 4973580173244557696,2.67901,-50.46945,ROT
Gaia DR3 2875631345140523264,2.67902,33.53675,VAR
Gaia DR3 431314879465294976,2.67922,62.77957,ROT
Gaia DR3 429808479813782400,2.67937,62.48742,ROT
ZTF J001043.05+562606.8,2.6794,56.43523,DSCT
Gaia DR3 575710924029552000,2.67941,87.09796,E
Gaia DR3 2753714747073851392,2.67957,10.75424,YSO
Gaia DR3 566825049011145984,2.67962,81.73601,ROT
Gaia DR3 4972145443711649024,2.67968,-52.91361,ROT
XOSS-V J001043.18+721526.1,2.67992,72.25725,DSCT
Gaia DR3 530771100667168128,2.67995,70.17568,ROT
Gaia DR3 383233682646811520,2.67997,40.39503,VAR
ZTF J001043.20+560812.0,2.68,56.13667,EW
Gaia DR3 429658121598984960,2.68007,61.61902,ROT
Gaia DR3 422854103124534400,2.68011,58.09966,ROT
Gaia DR3 431887926876707072,2.68029,64.52553,E
ZTF J001043.27+584632.6,2.68031,58.77573,RS
Gaia DR3 420633501953367296,2.68032,55.36599,ROT
Gaia DR3 2877316930825985152,2.68035,36.28727,ROT
Gaia DR3 431453108691707648,2.68047,63.40323,ROT
Gaia DR3 422992396771124224,2.6805,58.74621,E
Gaia DR3 395777667216956416,2.6805,51.70046,ROT
Gaia DR3 429100841000097152,2.68089,60.17353,RS
ZTF J001043.44+585519.8,2.68102,58.92219,RS
Gaia DR3 429761097733947008,2.68105,61.87163,E
Gaia DR3 384119889018795648,2.68119,41.76502,ROT
Gaia DR3 431323331960806656,2.68121,62.92512,E
Gaia DR3 2859810506687920768,2.68122,27.66587,S
Gaia DR3 4996507254128942592,2.68127,-40.31583,ROT
Gaia DR3 2742583841109883520,2.68127,6.45244,ROT
Gaia DR3 2443535816729106432,2.68137,-5.89337,RS
Gaia DR3 429056035900629120,2.6814,59.53031,ROT
Gaia DR3 396011347798577280,2.68143,53.14967,VAR
ASASSN-V J001043.58-281500.6,2.68156,-28.25016,EW
Gaia DR3 420606392119166208,2.68176,55.1062,ROT
Gaia DR3 564465149164537216,2.68206,78.40112,S
Gaia DR3 386796581357385088,2.68212,45.81237,DSCT|GDOR|SXPHE
ASASSN-V J001043.74-825911.2,2.68227,-82.98645,ROT
Gaia DR3 395364044686578048,2.68244,51.07037,ROT
Gaia DR3 537539694247304704,2.68257,73.2321,VAR
Gaia DR3 420078145501879936,2.68261,53.96805,DSCT|GDOR|SXPHE
Gaia DR3 2769710476593668224,2.68286,16.77046,ROT
ZTF J001043.93+594559.4,2.68306,59.76651,EA
Gaia DR3 431922565794913408,2.68311,64.85958,S
Gaia DR3 395251138584937344,2.68323,50.5756,ROT
Gaia DR3 422466628356168832,2.68347,57.6933,ROT
Gaia DR3 393109496089193088,2.68354,47.90608,ROT
Gaia DR3 531187158441354496,2.68379,70.88641,L
Gaia DR3 393556756804237312,2.68385,48.87923,ROT
Gaia DR3 431356832706958848,2.68388,63.25001,E
ZTF J001044.13+635252.5,2.6839,63.88127,EW
Gaia DR3 429770306143706496,2.68393,62.08376,S
Gaia DR3 429205878721470336,2.68406,60.51901,DSCT|GDOR|SXPHE
Gaia DR3 429763193677939456,2.68407,61.9523,ROT
Gaia DR3 384542479441139328,2.6841,42.62041,ROT
Gaia DR3 4973646178302021888,2.68411,-50.17515,ROT
Gaia DR3 431876145781495040,2.68419,64.17202,E
Gaia DR3 395917992387175424,2.6842,52.41794,ROT
Gaia DR3 2445022390809090944,2.68425,-3.79172,ROT
Gaia DR3 395366381148761472,2.68455,51.20175,ROT
Gaia DR3 2742259931856181248,2.68457,5.76842,ROT
Gaia DR3 429775460104420992,2.68461,62.18887,ROT
ASASSN-V J001044.36+511656.9,2.68487,51.2825,SR
ZTF J001044.38+572649.5,2.68492,57.44709,RS
Gaia DR3 383248315598417024,2.68495,40.56866,ROT
Gaia DR3 2429149944030206336,2.68507,-9.32219,ROT
Gaia DR3 422862727418749184,2.68543,58.27939,RS
Gaia DR3 4977853322107443200,2.68554,-47.93836,ROT
Gaia DR3 2877741136156084224,2.68554,37.87676,ROT
Gaia DR3 420606392119171072,2.68561,55.09986,ROT
Gaia DR3 4919300307835838720,2.6858,-57.18757,S
ASASSN-V J001044.69+094314.3,2.68621,9.72067,ROT
ASASSN-V J001044.68+711803.9,2.68628,71.30112,SR
Gaia DR3 392959172232716928,2.6864,46.91552,ROT
ZTF J001044.79+544143.8,2.68666,54.6955,EW
Gaia DR3 4977799613538478080,2.68693,-48.16857,ROT
Gaia DR3 2796822096872489728,2.68708,17.67052,S
Gaia DR3 422851904101325312,2.6871,57.99316,VAR
Gaia DR3 2848609438138253568,2.68715,22.66519,ROT
Gaia DR3 2848980901269702784,2.68717,23.79072,ROT
Gaia DR3 382885721576070912,2.68721,39.33698,ROT
Gaia DR3 431500039788891008,2.68722,64.07458,E
Gaia DR3 2877677776798417408,2.68723,37.45691,ROT
Gaia DR3 4706590746832383872,2.68733,-67.92055,E
Gaia DR3 393003221417369600,2.68744,47.51348,S
Gaia DR3 4995048378292921088,2.68745,-42.08622,ROT
Gaia DR3 393711714926086272,2.68749,50.0035,ROT
Gaia DR3 431314432788748288,2.68749,62.73885,L
Gaia DR3 429620532044467584,2.68755,61.12308,ROT
Gaia DR3 566730937687938560,2.68762,81.67807,ROT
ZTF J001045.07+433332.2,2.6878,43.55896,EW
ASAS J001045+2207.9,2.688,22.13111,SR
Gaia DR3 2875988823858716672,2.68808,34.48822,RS
ZTF J001045.18+651817.6,2.68826,65.3049,BY
ZTF J001045.22+561050.1,2.68842,56.1806,EW
Gaia DR3 395366243709814656,2.68852,51.16502,ROT
Gaia DR3 2336931734849256448,2.68859,-23.66781,E
Gaia DR3 422429000139748864,2.68864,57.23053,VAR
Gaia DR3 396002448626393600,2.68892,52.94163,VAR
Gaia DR3 538108141757733376,2.68905,74.84092,RS
Gaia DR3 395779213405167360,2.68909,51.73553,ROT
Gaia DR3 4905781812372951936,2.68915,-60.36048,ROT
Gaia DR3 429235183274199936,2.68915,60.80374,E
ZTF J001045.40+584002.1,2.68917,58.66726,BY
ZTF J001045.41+540721.2,2.68923,54.12256,EW
Gaia DR3 4702089071350327424,2.68931,-70.9179,ROT
Gaia DR3 420774308161334272,2.68947,55.9752,ROT
Gaia DR3 528375672849116160,2.68947,66.46272,E
Gaia DR3 2366085049437161728,2.68972,-19.26698,ROT
V1027 Cas,2.68992,61.46544,EA
Gaia DR3 429206291038315904,2.69002,60.54517,RS
Gaia DR3 2752140177703919104,2.69003,8.62531,ROT
Gaia DR3 429208455701786624,2.69011,60.6271,RS
Gaia DR3 393673545555678336,2.69023,49.42195,DSCT|GDOR|SXPHE
Gaia DR3 420750836158326144,2.69037,55.96924,ROT
Gaia DR3 431323121492956032,2.6906,62.92067,DSCT|GDOR|SXPHE
Gaia DR3 386365087466863616,2.69073,44.76351,RS
ASASSN-V J001045.81+694257.0,2.69086,69.71584,SRS
Gaia DR3 384507226349622144,2.69088,42.21195,ROT
ZTF J001045.84+683216.9,2.69101,68.53805,RS
Gaia DR3 2769579428551479808,2.69111,15.90877,RS
Gaia DR3 429091460791483776,2.69114,59.93209,L
Gaia DR3 4701889956666831104,2.69117,-71.26463,RRAB
Gaia DR3 386234627836498048,2.69118,44.26819,ROT
Gaia DR3 393110217643666048,2.69123,47.99799,ROT
Gaia DR3 422860837624713472,2.69129,58.20869,RS
Gaia DR3 2767598658354185216,2.69153,13.05737,RS
Gaia DR3 2319359756626239104,2.69163,-32.59433,RS
Gaia DR3 420075465442352896,2.6918,53.84143,VAR
Gaia DR3 422860837633189248,2.69198,58.21009,ROT
Gaia DR3 2848664413719650944,2.69215,23.16215,ROT
Gaia DR3 531300859113241856,2.69219,71.37063,ROT
Gaia DR3 2850342096664960768,2.69228,25.58492,ROT
Gaia DR3 4977029749240862208,2.69241,-48.48859,ROT
Gaia DR3 431323121493200256,2.69251,62.92516,E
V0716 And,2.69251,28.84565,EW
Gaia DR3 386224113756609536,2.69253,44.01011,ROT
Gaia DR3 431314879465307008,2.69271,62.77155,L
Gaia DR3 2364942519416711936,2.69281,-19.70151,ROT
ZTF J001046.29+583700.1,2.6929,58.6167,RS
NSV 15041,2.69292,58.76944,VAR:
Gaia DR3 384650983198356864,2.69293,43.03326,RS
Gaia DR3 2546650559802322560,2.69302,1.34316,ROT
ZTF J001046.33+641958.7,2.69305,64.33298,SR
NSV 66,2.69308,55.34281,
Gaia DR3 4707439432369937664,2.69313,-67.08822,ROT
ZTF J001046.36+584110.8,2.6932,58.68635,EB:
Gaia DR3 530620531995725568,2.69321,69.21656,E
